"Id","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","fleetforce__Fleet_Asset__c","fleetforce__Annual_Renewal__c","fleetforce__Compliance_State__c","fleetforce__Doc_Link__c","fleetforce__Doc_Number__c","fleetforce__Doc_Type__c","fleetforce__File_Type__c","fleetforce__Is_Required__c","fleetforce__Issuing_Authority__c","fleetforce__Jurisdiction_Type__c","fleetforce__Status__c","fleetforce__Valid_From__c","fleetforce__Valid_Until__c","fleetforce__Days_Until_Expiry__c","CreatedBy.Name","LastModifiedBy.Name","fleetforce__Fleet_Asset__r.fleetforce__Asset_ID__c"
"a04Wm000000EKDNIA4","Annual DOT Safety Inspection Report (FA-0127)","2026-08-19T20:42:34.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:34.000+0000","005Wm000002EIUDIA4","a0CWm00000xn7w8MAA","true","TX","https://www.fleetforce-demo.com/docs/insp/INSP-DOT-TX-990127.pdf","INSP-DOT-TX-990127","Inspection Report","PDF","true","FMCSA / Commercial Safety Division","Federal","Current","2024-02-15","2027-02-15","178","User User","User User","FA-0127"
"a04Wm000000EKDOIA4","State Registration Certificate (FA-0120)","2026-08-19T20:42:35.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:35.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8IeMAI","true","TX","https://www.fleetforce-demo.com/docs/reg/REG-TX-2024-0120.pdf","REG-TX-2024-0120","Registration","PDF","true","TX Department of Revenue / DMV","State","Current","2024-01-01","2027-04-30","252","User User","User User","FA-0120"
"a04Wm000000EKEzIAO","State Registration Certificate (FA-0128)","2026-08-19T20:42:34.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:34.000+0000","005Wm000002EIUDIA4","a0CWm00000xn7w9MAA","true","AZ","https://www.fleetforce-demo.com/docs/reg/REG-AZ-2024-0128.pdf","REG-AZ-2024-0128","Registration","PDF","true","AZ Department of Revenue / DMV","State","Current","2024-01-01","2027-04-30","252","User User","User User","FA-0128"
"a04Wm000000EKGbIAO","Annual DOT Safety Inspection Report (FA-0128)","2026-08-19T20:42:35.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:35.000+0000","005Wm000002EIUDIA4","a0CWm00000xn7w9MAA","true","AZ","https://www.fleetforce-demo.com/docs/insp/INSP-DOT-AZ-990128.pdf","INSP-DOT-AZ-990128","Inspection Report","PDF","true","FMCSA / Commercial Safety Division","Federal","Current","2024-02-15","2027-02-15","178","User User","User User","FA-0128"
"a04Wm000000EKIDIA4","Annual DOT Safety Inspection Report (FA-0120)","2026-08-19T20:42:35.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:35.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8IeMAI","true","TX","https://www.fleetforce-demo.com/docs/insp/INSP-DOT-TX-990120.pdf","INSP-DOT-TX-990120","Inspection Report","PDF","true","FMCSA / Commercial Safety Division","Federal","Current","2024-02-15","2027-02-15","178","User User","User User","FA-0120"
"a04Wm000000EKJpIAO","Annual DOT Safety Inspection Report (FA-0112)","2026-08-19T20:42:36.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:36.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8VZMAY","true","CO","https://www.fleetforce-demo.com/docs/insp/INSP-DOT-CO-990112.pdf","INSP-DOT-CO-990112","Inspection Report","PDF","true","FMCSA / Commercial Safety Division","Federal","Current","2024-02-15","2027-02-15","178","User User","User User","FA-0112"
"a04Wm000000EKLRIA4","State Registration Certificate (FA-0107)","2026-08-19T20:42:36.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:36.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8grMAA","true","GA","https://www.fleetforce-demo.com/docs/reg/REG-GA-2024-0107.pdf","REG-GA-2024-0107","Registration","PDF","true","GA Department of Revenue / DMV","State","Current","2024-01-01","2027-04-30","252","User User","User User","FA-0107"
"a04Wm000000EKN3IAO","State Registration Certificate (FA-0101)","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8lfMAA","true","GA","https://www.fleetforce-demo.com/docs/reg/REG-GA-2024-0101.pdf","REG-GA-2024-0101","Registration","PDF","true","GA Department of Revenue / DMV","State","Current","2024-01-01","2027-04-30","252","User User","User User","FA-0101"
"a04Wm000000EKN4IAO","Annual DOT Safety Inspection Report (FA-0126)","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8qWMAQ","true","TX","https://www.fleetforce-demo.com/docs/insp/INSP-DOT-TX-990126.pdf","INSP-DOT-TX-990126","Inspection Report","PDF","true","FMCSA / Commercial Safety Division","Federal","Current","2024-02-15","2027-02-15","178","User User","User User","FA-0126"
"a04Wm000000EKN5IAO","Annual DOT Safety Inspection Report (FA-0110)","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8tiMAA","true","CO","https://www.fleetforce-demo.com/docs/insp/INSP-DOT-CO-990110.pdf","INSP-DOT-CO-990110","Inspection Report","PDF","true","FMCSA / Commercial Safety Division","Federal","Current","2024-02-15","2027-02-15","178","User User","User User","FA-0110"
"a04Wm000000EKOfIAO","Annual DOT Safety Inspection Report (FA-0101)","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8lfMAA","true","GA","https://www.fleetforce-demo.com/docs/insp/INSP-DOT-GA-990101.pdf","INSP-DOT-GA-990101","Inspection Report","PDF","true","FMCSA / Commercial Safety Division","Federal","Current","2024-02-15","2027-02-15","178","User User","User User","FA-0101"
"a04Wm000000EKQHIA4","State Registration Certificate (FA-0126)","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8qWMAQ","true","TX","https://www.fleetforce-demo.com/docs/reg/REG-TX-2024-0126.pdf","REG-TX-2024-0126","Registration","PDF","true","TX Department of Revenue / DMV","State","Current","2024-01-01","2027-04-30","252","User User","User User","FA-0126"
"a04Wm000000EKRtIAO","State Registration Certificate (FA-0110)","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:37.000+0000","005Wm000002EIUDIA4","a0CWm00000xn8tiMAA","true","CO","https://www.fleetforce-demo.com/docs/reg/REG-CO-2024-0110.pdf","REG-CO-2024-0110","Registration","PDF","true","CO Department of Revenue / DMV","State","Current","2024-01-01","2027-04-30","252","User User","User User","FA-0110"
