"Id","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","fleetforce__Asset_Component__c","fleetforce__Description__c","fleetforce__Quantity__c","fleetforce__Service_Ticket__c","fleetforce__Subtotal__c","fleetforce__Type__c","fleetforce__Unit_Price__c","CreatedBy.Name","LastModifiedBy.Name","fleetforce__Asset_Component__r.Name","fleetforce__Service_Ticket__r.Name"
"a0NWm000001MArOMAW","SLI-ST-0033-Diagnostic Fee","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RM2sMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0033"
"a0NWm000001MAszMAG","SLI-ST-0030-Diagnostic Fee","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RM7hMAG","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0030"
"a0NWm000001MAubMAG","SLI-ST-0031-Labor","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:47.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0031","2.5","a0OWm000000RM9JMAW","275","Labor","110","User User","User User","#N/A","ST-0031"
"a0NWm000001MAucMAG","SLI-ST-0042-Labor","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0042","2.5","a0OWm000000RMNpMAO","275","Labor","110","User User","User User","#N/A","ST-0042"
"a0NWm000001MAwDMAW","SLI-ST-0031-Parts","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","a03Wm00000GHGQYIA5","OEM Replacement Component/Filters - ST-0031","1","a0OWm000000RM9JMAW","185","Parts","185","User User","User User","Heavy Duty Turbo Diesel Engine (FA-0108)","ST-0031"
"a0NWm000001MAxpMAG","SLI-ST-0032-Labor","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0032","2.5","a0OWm000000RMAvMAO","275","Labor","110","User User","User User","#N/A","ST-0032"
"a0NWm000001MAxqMAG","SLI-ST-0040-Diagnostic Fee","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RMKbMAO","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0040"
"a0NWm000001MAzRMAW","SLI-ST-0032-Parts","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","a03Wm00000GHGLiIAP","OEM Replacement Component/Filters - ST-0032","1","a0OWm000000RMAvMAO","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0104)","ST-0032"
"a0NWm000001MB13MAG","SLI-ST-0033-Labor","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:48.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0033","2.5","a0OWm000000RM2sMAG","275","Labor","110","User User","User User","#N/A","ST-0033"
"a0NWm000001MB2fMAG","SLI-ST-0034-Labor","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0034","2.5","a0OWm000000RMCXMA4","275","Labor","110","User User","User User","#N/A","ST-0034"
"a0NWm000001MB4HMAW","SLI-ST-0034-Parts","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHknIAH","OEM Replacement Component/Filters - ST-0034","1","a0OWm000000RMCXMA4","185","Parts","185","User User","User User","Heavy Duty Turbo Diesel Engine (FA-0116)","ST-0034"
"a0NWm000001MB5tMAG","SLI-ST-0034-Diagnostic Fee","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RMCXMA4","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0034"
"a0NWm000001MB7VMAW","SLI-ST-0035-Labor","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0035","2.5","a0OWm000000RME9MAO","275","Labor","110","User User","User User","#N/A","ST-0035"
"a0NWm000001MB97MAG","SLI-ST-0035-Parts","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:49.000+0000","005Wm000002EIUDIA4","a03Wm00000GHBCMIA5","OEM Replacement Component/Filters - ST-0035","1","a0OWm000000RME9MAO","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0105)","ST-0035"
"a0NWm000001MBAjMAO","SLI-ST-0035-Diagnostic Fee","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RME9MAO","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0035"
"a0NWm000001MBCLMA4","SLI-ST-0036-Labor","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0036","2.5","a0OWm000000RM7iMAG","275","Labor","110","User User","User User","#N/A","ST-0036"
"a0NWm000001MBCMMA4","SLI-ST-0041-Parts","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHjBIAX","OEM Replacement Component/Filters - ST-0041","1","a0OWm000000RMMDMA4","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0133)","ST-0041"
"a0NWm000001MBDxMAO","SLI-ST-0037-Diagnostic Fee","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:50.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RMFlMAO","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0037"
"a0NWm000001MBFZMA4","SLI-ST-0038-Labor","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0038","2.5","a0OWm000000RMHNMA4","275","Labor","110","User User","User User","#N/A","ST-0038"
"a0NWm000001MBHBMA4","SLI-ST-0038-Parts","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHmPIAX","OEM Replacement Component/Filters - ST-0038","1","a0OWm000000RMHNMA4","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0130)","ST-0038"
"a0NWm000001MBInMAO","SLI-ST-0038-Diagnostic Fee","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RMHNMA4","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0038"
"a0NWm000001MBKPMA4","SLI-ST-0039-Labor","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0039","2.5","a0OWm000000RMIzMAO","275","Labor","110","User User","User User","#N/A","ST-0039"
"a0NWm000001MBM1MAO","SLI-ST-0039-Parts","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHXuIAP","OEM Replacement Component/Filters - ST-0039","1","a0OWm000000RMIzMAO","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0131)","ST-0039"
"a0NWm000001MBNdMAO","SLI-ST-0040-Labor","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:51.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0040","2.5","a0OWm000000RMKbMAO","275","Labor","110","User User","User User","#N/A","ST-0040"
"a0NWm000001MBNeMAO","SLI-ST-0041-Labor","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","#N/A","Certified Technician Labor - ST-0041","2.5","a0OWm000000RMMDMA4","275","Labor","110","User User","User User","#N/A","ST-0041"
"a0NWm000001MBPFMA4","SLI-ST-0040-Parts","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHZVIA5","OEM Replacement Component/Filters - ST-0040","1","a0OWm000000RMKbMAO","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0132)","ST-0040"
"a0NWm000001MBQrMAO","SLI-ST-0041-Diagnostic Fee","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","#N/A","Computer Diagnostic & Multi-Point Inspection","1","a0OWm000000RMMDMA4","45","Diagnostic Fee","45","User User","User User","#N/A","ST-0041"
"a0NWm000001MBSTMA4","SLI-ST-0042-Parts","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","2026-08-19T20:42:52.000+0000","005Wm000002EIUDIA4","a03Wm00000GHHXtIAP","OEM Replacement Component/Filters - ST-0042","1","a0OWm000000RMNpMAO","185","Parts","185","User User","User User","Automatic Transmission Assembly (FA-0122)","ST-0042"
